code_module_x,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_assessment,number_of_assessments_taken,code_module_y,date_registration,date_unregistration,total_click_count,total_click_sum,total_click_average
CCC,2014J,603325,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction,93.83333333333333,12,CCC,-122,,876,2457,2.8047945205479454
CCC,2014J,603503,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,83.25,12,CCC,-46,,619,2142,3.4604200323101777
CCC,2014J,603529,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,77.9,20,CCC,-56,,983,5062,5.149542217700915
CCC,2014J,603560,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,89,1,CCC,-45,55,222,3002,13.522522522522523
CCC,2014J,603620,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,86,6,CCC,-60,,800,2312,2.89
CCC,2014J,603728,M,North Western Region,HE Qualification,20-30%,0-35,0,30,N,Fail,,,CCC,-56,,,,
CCC,2014J,603979,F,Scotland,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,67,1,CCC,-98,34,114,439,3.8508771929824563
CCC,2014J,604057,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,98.18181818181819,11,CCC,-37,,1225,3900,3.183673469387755
EEE,2014J,604057,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,98.18181818181819,11,CCC,-37,,1225,3900,3.183673469387755
CCC,2014J,604164,M,West Midlands Region,A Level or Equivalent,,35-55,1,60,N,Pass,75.38461538461539,13,CCC,-94,,1148,3381,2.9451219512195124
CCC,2014J,604340,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,,,CCC,-146,-45,,,
CCC,2014J,604379,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,77.23076923076923,13,CCC,-56,,323,1511,4.678018575851393
CCC,2014J,604694,M,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,63.333333333333336,3,CCC,-88,69,86,256,2.9767441860465116
CCC,2014J,604825,F,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,75.5,2,CCC,-122,158,65,235,3.6153846153846154
CCC,2014J,604906,M,South Region,Lower Than A Level,70-80%,35-55,1,30,N,Fail,66.25,12,CCC,-80,,674,3519,5.221068249258161
CCC,2014J,604991,M,North Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,99,2,CCC,-141,,143,1120,7.8321678321678325
CCC,2014J,605111,M,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,81,8,CCC,-29,,589,2544,4.31918505942275
CCC,2014J,605264,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,78,4,CCC,-87,33,337,1258,3.7329376854599405
CCC,2014J,605367,M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,74,12,CCC,-20,,1536,7246,4.717447916666667
CCC,2014J,605459,M,South West Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn,75.64285714285714,14,CCC,-22,96,508,2316,4.559055118110236
CCC,2014J,605468,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Withdrawn,83.33333333333333,3,CCC,-46,117,76,266,3.5
CCC,2014J,605540,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction,85.28571428571429,14,CCC,-109,,1420,5714,4.023943661971831
CCC,2014J,605545,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,60,N,Fail,80.4,5,CCC,-22,,128,669,5.2265625
EEE,2014J,605545,M,South East Region,Post Graduate Qualification,40-50%,35-55,1,60,N,Fail,80.4,5,CCC,-22,,128,669,5.2265625
CCC,2014J,605666,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass,91.6,15,CCC,-38,,450,1717,3.8155555555555556
CCC,2014J,605840,M,North Region,A Level or Equivalent,,0-35,1,60,Y,Fail,99.33333333333333,3,CCC,-115,,277,953,3.44043321299639
CCC,2014J,605868,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,98,4,CCC,-63,,1126,6141,5.453818827708703
CCC,2014J,606036,M,South Region,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,33,1,CCC,-22,34,97,199,2.051546391752577
CCC,2014J,606064,F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,92.125,8,CCC,-30,,438,1616,3.689497716894977
CCC,2014J,606170,M,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,70.75,4,CCC,-29,,213,802,3.7652582159624415
CCC,2014J,606182,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,77.75,4,CCC,-108,,567,2603,4.590828924162257
CCC,2014J,606344,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,76.77777777777777,9,CCC,-34,159,380,1246,3.278947368421053
CCC,2014J,606345,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,91.75,8,CCC,-25,,347,2893,8.337175792507205
CCC,2014J,607047,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,82.55,20,CCC,-24,,851,3249,3.81786133960047
CCC,2014J,607085,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,68.25,12,CCC,-32,,356,1227,3.446629213483146
CCC,2014J,607094,F,London Region,A Level or Equivalent,10月20日,0-35,0,120,N,Fail,90,6,CCC,-16,,204,529,2.593137254901961
CCC,2014J,607143,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,70.6,5,CCC,-21,,966,4179,4.326086956521739
CCC,2014J,607427,F,South West Region,Lower Than A Level,50-60%,0-35,0,180,Y,Withdrawn,64,1,CCC,-88,6,164,466,2.841463414634146
CCC,2014J,607429,F,South East Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Pass,64.75,4,CCC,-28,,209,1214,5.8086124401913874
CCC,2014J,607453,M,South East Region,HE Qualification,20-30%,0-35,1,60,N,Pass,81.7,20,CCC,-59,,1078,4260,3.9517625231910944
CCC,2014J,607555,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Fail,44.7,10,CCC,-25,,630,1897,3.011111111111111
CCC,2014J,607600,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,79.6,5,CCC,-25,12,694,2901,4.1801152737752165
CCC,2014J,607668,F,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,79.14285714285714,7,CCC,-74,,404,1516,3.7524752475247523
CCC,2014J,607812,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,86,6,CCC,-65,,1059,3823,3.610009442870633
CCC,2014J,607900,M,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,91.8,10,CCC,-155,132,2888,19673,6.811980609418282
CCC,2014J,607947,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,91.58333333333333,12,CCC,-31,,631,2815,4.461172741679873
CCC,2014J,608422,M,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,67.55555555555556,18,CCC,-31,,703,3569,5.076813655761025
CCC,2014J,608423,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,67.16666666666667,6,CCC,-100,170,120,336,2.8
CCC,2014J,608571,M,South Region,A Level or Equivalent,90-100%,0-35,0,160,N,Fail,76.5,2,CCC,-42,,58,248,4.275862068965517
CCC,2014J,608577,M,North Region,HE Qualification,,35-55,1,30,N,Fail,82.1,10,CCC,-29,,124,404,3.2580645161290325
CCC,2014J,608669,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,,,CCC,-15,,100,331,3.31
EEE,2014J,608669,M,Scotland,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,,,CCC,-15,,100,331,3.31
CCC,2014J,608681,M,North Western Region,Lower Than A Level,10月20日,0-35,0,60,Y,Fail,65.5,20,CCC,-59,,674,2277,3.378338278931751
CCC,2014J,608746,F,West Midlands Region,Lower Than A Level,10月20日,0-35,1,120,N,Pass,81.5,12,CCC,-23,,669,1405,2.100149476831091
DDD,2014J,608746,F,West Midlands Region,Lower Than A Level,10月20日,0-35,1,120,N,Pass,81.5,12,CCC,-23,,669,1405,2.100149476831091
CCC,2014J,608821,F,North Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,,,CCC,-23,-1,16,105,6.5625
CCC,2014J,608891,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,90.0625,16,CCC,-73,,946,2634,2.7843551797040167
CCC,2014J,608978,F,South West Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,96.75,8,CCC,-81,,1945,7463,3.837017994858612
CCC,2014J,608983,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,87.66666666666667,6,CCC,-22,17,903,2369,2.6234772978959024
CCC,2014J,609031,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,85.21428571428571,14,CCC,-98,,710,2290,3.2253521126760565
CCC,2014J,609044,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,44.666666666666664,3,CCC,-23,,109,253,2.3211009174311927
CCC,2014J,609235,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Distinction,95.375,8,CCC,-14,,262,929,3.545801526717557
CCC,2014J,609456,M,London Region,HE Qualification,10月20日,0-35,0,120,N,Pass,88.375,8,CCC,-102,,475,2194,4.618947368421052
CCC,2014J,609527,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,87.4,5,CCC,-7,40,515,2135,4.145631067961165
CCC,2014J,609537,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,94.5,20,CCC,-46,,1952,9565,4.900102459016393
CCC,2014J,609605,M,Wales,HE Qualification,70-80%,0-35,1,60,N,Withdrawn,69,8,CCC,-22,178,373,1326,3.5549597855227884
EEE,2014J,609605,M,Wales,HE Qualification,70-80%,0-35,1,60,N,Fail,69,8,CCC,-22,178,373,1326,3.5549597855227884
CCC,2014J,609823,M,North Region,HE Qualification,,35-55,0,60,N,Withdrawn,81.5,2,CCC,-15,125,59,249,4.220338983050848
CCC,2014J,609852,M,North Region,HE Qualification,,35-55,0,120,N,Pass,92.07142857142857,14,CCC,-88,,2514,8763,3.4856801909307875
CCC,2014J,609891,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,55.578947368421055,19,CCC,-30,,1078,6644,6.163265306122449
CCC,2014J,609969,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,74.92857142857143,14,CCC,-95,,857,2293,2.67561260210035
CCC,2014J,610019,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,90,N,Pass,75.9,10,CCC,-20,,1406,4207,2.992176386913229
CCC,2014J,610033,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,87.875,8,CCC,-16,,388,1146,2.9536082474226806
CCC,2014J,610234,M,Scotland,HE Qualification,50-60%,0-35,1,60,N,Pass,91,12,CCC,-35,,1643,6184,3.7638466220328666
CCC,2014J,610279,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,77.11111111111111,9,CCC,-142,,568,1897,3.339788732394366
CCC,2014J,610285,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,96,9,CCC,-22,128,560,1423,2.5410714285714286
CCC,2014J,610287,M,East Anglian Region,HE Qualification,80-90%,0-35,1,60,N,Pass,78.45454545454545,22,CCC,-22,,628,2309,3.676751592356688
EEE,2014J,610287,M,East Anglian Region,HE Qualification,80-90%,0-35,1,60,N,Pass,78.45454545454545,22,CCC,-22,,628,2309,3.676751592356688
CCC,2014J,610324,M,Scotland,HE Qualification,30-40%,0-35,0,30,N,Fail,76,12,CCC,-34,,687,3224,4.692867540029112
CCC,2014J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,35.8,10,CCC,-81,,138,358,2.5942028985507246
DDD,2014J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,35.8,10,CCC,-81,,138,358,2.5942028985507246
CCC,2014J,610549,M,North Western Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,76.8,5,CCC,-9,31,325,1322,4.067692307692307
CCC,2014J,610622,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,210,N,Withdrawn,37.5,2,CCC,-142,59,79,178,2.2531645569620253
DDD,2014J,610622,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,210,N,Withdrawn,37.5,2,CCC,-142,59,79,178,2.2531645569620253
CCC,2014J,610643,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,74.4,20,CCC,-150,,930,3264,3.509677419354839
CCC,2014J,610650,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,84.125,8,CCC,-66,,189,393,2.0793650793650795
CCC,2014J,610681,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,79.66666666666667,3,CCC,-18,,99,430,4.343434343434343
CCC,2014J,610684,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn,60.4,5,CCC,-34,26,722,3088,4.2770083102493075
CCC,2014J,610881,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,91.625,8,CCC,-57,,615,2120,3.4471544715447155
CCC,2014J,610904,M,South West Region,A Level or Equivalent,10月20日,0-35,0,60,N,Pass,81.83333333333333,12,CCC,-58,,1543,8284,5.368762151652625
EEE,2014J,610904,M,South West Region,A Level or Equivalent,10月20日,0-35,0,60,N,Pass,81.83333333333333,12,CCC,-58,,1543,8284,5.368762151652625
CCC,2014J,611033,M,North Region,Post Graduate Qualification,,35-55,0,30,N,Withdrawn,89.3,10,CCC,-67,196,748,2407,3.2179144385026737
CCC,2014J,611173,F,South East Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,52.6,5,CCC,-87,,107,312,2.9158878504672896
CCC,2014J,611255,M,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,87.08333333333333,12,CCC,-32,,2741,11818,4.311565122218169
CCC,2014J,611407,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,82.66666666666667,12,CCC,-24,,619,2711,4.379644588045235
CCC,2014J,611417,F,North Region,Lower Than A Level,,35-55,0,60,N,Pass,88.5,8,CCC,-29,,1923,20391,10.60374414976599
CCC,2014J,611465,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,,,CCC,-84,12,,,
FFF,2014J,611465,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,,,CCC,-84,12,,,
CCC,2014J,611520,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,45.75,4,CCC,-155,-87,205,894,4.360975609756098
CCC,2014J,611542,M,North Region,A Level or Equivalent,,0-35,0,60,Y,Pass,88.15,20,CCC,-42,,1070,4065,3.7990654205607477
CCC,2014J,611593,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,93.21428571428571,14,CCC,-115,,810,2089,2.579012345679012
CCC,2014J,611813,M,South Region,Lower Than A Level,10月20日,35-55,0,60,N,Distinction,92.65,20,CCC,-18,,1441,5204,3.611380985426787
CCC,2014J,611852,M,London Region,A Level or Equivalent,10月20日,0-35,0,60,N,Withdrawn,,,CCC,-23,12,1,1,1
CCC,2014J,612127,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,30,N,Withdrawn,69.57142857142857,7,CCC,-17,174,216,801,3.7083333333333335
CCC,2014J,612177,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,74,9,CCC,-14,,487,2209,4.535934291581109
CCC,2014J,612179,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,53.75,8,CCC,-14,,180,452,2.511111111111111
CCC,2014J,612183,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.42857142857143,7,CCC,-7,,1576,7699,4.88515228426396
CCC,2014J,612187,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,73.57142857142857,7,CCC,-14,,927,4998,5.391585760517799
CCC,2014J,612283,F,Scotland,Lower Than A Level,10月20日,0-35,0,30,N,Withdrawn,30.666666666666668,3,CCC,-65,102,173,511,2.953757225433526
CCC,2014J,612327,M,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,77.66666666666667,12,CCC,-147,,2134,6223,2.916119962511715
CCC,2014J,612439,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Fail,83.8,5,CCC,-49,,317,630,1.9873817034700316
CCC,2014J,612449,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,74.4,5,CCC,-52,31,949,4098,4.31822971548999
CCC,2014J,612568,F,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,89,1,CCC,-17,97,64,217,3.390625
CCC,2014J,612798,F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,79.625,8,CCC,-64,,611,3025,4.950900163666121
CCC,2014J,612860,M,South Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass,76,8,CCC,-136,,204,745,3.6519607843137254
CCC,2014J,613122,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Fail,51.09090909090909,11,CCC,-135,,1042,4460,4.280230326295586
CCC,2014J,613237,M,Scotland,A Level or Equivalent,10月20日,35-55,0,30,N,Pass,76,8,CCC,-38,,1157,3464,2.9939498703543648
CCC,2014J,613370,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,86.61538461538461,13,CCC,-38,,996,2694,2.7048192771084336
CCC,2014J,613644,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,73.5,2,CCC,-41,73,56,218,3.892857142857143
EEE,2014J,613644,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,73.5,2,CCC,-41,73,56,218,3.892857142857143
CCC,2014J,613667,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,84.35714285714286,14,CCC,-155,,967,3106,3.2119958634953463
CCC,2014J,613806,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,N,Distinction,99,4,CCC,-24,,847,4149,4.898465171192444
CCC,2014J,613954,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,88.5,4,CCC,-22,,904,2735,3.025442477876106
CCC,2014J,614265,M,South Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass,77.23076923076923,13,CCC,-25,,1038,2697,2.598265895953757
CCC,2014J,614300,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.83333333333333,12,CCC,-52,,927,3778,4.075512405609493
EEE,2014J,614300,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.83333333333333,12,CCC,-52,,927,3778,4.075512405609493
CCC,2014J,614458,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,94.125,8,CCC,-70,,1554,6089,3.9182754182754183
CCC,2014J,614623,M,East Midlands Region,A Level or Equivalent,10月20日,0-35,0,120,N,Withdrawn,,,CCC,-137,-114,,,
CCC,2014J,614761,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,66.6,5,CCC,-67,153,181,1151,6.359116022099448
CCC,2014J,614804,M,Scotland,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass,67.23529411764706,17,CCC,-74,,843,2290,2.716488730723606
CCC,2014J,615075,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,89,14,CCC,-23,,851,1881,2.210340775558167
CCC,2014J,615225,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,87.25,12,CCC,-146,-64,1137,7262,6.38698328935796
CCC,2014J,615241,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,85,19,CCC,-23,,916,2891,3.156113537117904
CCC,2014J,615242,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,23.666666666666668,3,CCC,-22,,535,1541,2.880373831775701
CCC,2014J,615426,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,92.85714285714286,7,CCC,-155,-103,623,2621,4.207062600321027
CCC,2014J,616386,M,East Midlands Region,Lower Than A Level,10月20日,35-55,0,60,N,Pass,68.58333333333333,12,CCC,-78,,2434,11244,4.619556285949055
CCC,2014J,616407,M,Wales,Lower Than A Level,70-80%,35-55,1,60,N,Withdrawn,92.28571428571429,14,CCC,-147,60,578,2658,4.598615916955017
EEE,2014J,616407,M,Wales,Lower Than A Level,70-80%,35-55,1,60,N,Fail,92.28571428571429,14,CCC,-147,60,578,2658,4.598615916955017
CCC,2014J,616439,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,30,N,Fail,48,12,CCC,-73,,462,2561,5.543290043290043
CCC,2014J,616646,M,East Midlands Region,A Level or Equivalent,10月20日,0-35,0,120,N,Withdrawn,70,15,CCC,-46,101,791,2963,3.7458912768647283
CCC,2014J,616658,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,83.14285714285714,14,CCC,-18,,1503,3917,2.606121091151031
CCC,2014J,616789,M,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,74.5,16,CCC,-38,,1063,3634,3.4186265286923803
CCC,2014J,616870,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,85.78571428571429,14,CCC,-53,,1953,9422,4.82437275985663
CCC,2014J,617130,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,N,Pass,76,13,CCC,-31,,429,1651,3.8484848484848486
FFF,2014J,617130,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,N,Withdrawn,76,13,CCC,-31,,429,1651,3.8484848484848486
CCC,2014J,617327,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,46.25,8,CCC,-108,164,237,585,2.4683544303797467
CCC,2014J,617341,F,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,,,CCC,-24,-10,20,46,2.3
CCC,2014J,617418,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,64.6,5,CCC,-129,,174,683,3.925287356321839
CCC,2014J,617740,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,86.05,20,CCC,-53,,1131,3946,3.48894783377542
CCC,2014J,618377,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,69.66666666666667,6,CCC,-78,95,193,440,2.2797927461139897
CCC,2014J,618513,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,72.05,20,CCC,-34,,523,2630,5.02868068833652
CCC,2014J,618590,M,South Region,A Level or Equivalent,60-70%,0-35,1,60,Y,Fail,75.93333333333334,15,CCC,-60,,320,1222,3.81875
CCC,2014J,618649,F,South West Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Pass,78.35714285714286,14,CCC,-155,,549,1608,2.92896174863388
CCC,2014J,618683,M,Wales,HE Qualification,90-100%,35-55,0,60,N,Distinction,97,10,CCC,-93,,2286,7006,3.0647419072615922
CCC,2014J,618777,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,94.83333333333333,12,CCC,-92,,1309,4778,3.6501145912910617
CCC,2014J,618849,M,North Region,HE Qualification,0-10%,0-35,0,30,N,Withdrawn,87.25,4,CCC,-137,160,695,2101,3.023021582733813
CCC,2014J,618865,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,60.75,8,CCC,-88,,166,486,2.927710843373494
CCC,2014J,618875,M,North Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,74.45,20,CCC,-137,,1222,5094,4.168576104746317
CCC,2014J,618982,M,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,66.8,5,CCC,-122,230,253,1215,4.8023715415019765
CCC,2014J,619359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Fail,69.35714285714286,14,CCC,-34,,464,1401,3.019396551724138
CCC,2014J,619380,M,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,73.5,12,CCC,-156,,853,2560,3.0011723329425557
CCC,2014J,619472,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,22,1,CCC,-142,44,23,57,2.4782608695652173
CCC,2014J,619503,M,North Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,80.85714285714286,7,CCC,-23,109,548,2047,3.7354014598540144
CCC,2014J,619927,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,93,12,CCC,-136,,3765,24368,6.4722443559096945
CCC,2014J,619928,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,93.66666666666667,12,CCC,-136,,2418,14594,6.03556658395368
CCC,2014J,620159,M,South West Region,HE Qualification,50-60%,35-55,0,30,N,Fail,63.666666666666664,6,CCC,-95,,406,938,2.310344827586207
CCC,2014J,620231,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass,62.642857142857146,14,CCC,-93,,741,1918,2.5883940620782724
CCC,2014J,620243,M,South West Region,Lower Than A Level,80-90%,0-35,1,90,N,Fail,71,10,CCC,-113,,134,385,2.873134328358209
CCC,2014J,620369,M,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,Fail,71.6,20,CCC,3,,1072,5830,5.438432835820896
CCC,2014J,620484,M,Scotland,Lower Than A Level,30-40%,35-55,0,30,N,Fail,49.75,4,CCC,-80,,741,2825,3.8124156545209176
CCC,2014J,620608,F,North Western Region,A Level or Equivalent,10月20日,0-35,0,120,N,Withdrawn,72.75,4,CCC,-150,5,635,1610,2.5354330708661417
CCC,2014J,620652,M,South East Region,HE Qualification,90-100%,35-55,0,90,N,Pass,87.25,4,CCC,-46,,187,568,3.037433155080214
CCC,2014J,620716,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,91,12,CCC,-85,,1603,5345,3.334373050530256
CCC,2014J,620782,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,71.4,5,CCC,-80,33,293,1138,3.8839590443686007
EEE,2014J,620782,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,71.4,5,CCC,-80,33,293,1138,3.8839590443686007
CCC,2014J,620819,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,82.3076923076923,13,CCC,-144,26,1003,4746,4.731804586241276
CCC,2014J,620897,M,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,92.75,8,CCC,-17,147,432,1563,3.6180555555555554
CCC,2014J,621001,M,London Region,A Level or Equivalent,10月20日,0-35,0,120,N,Withdrawn,,,CCC,-17,-15,25,75,3
DDD,2014J,621001,M,London Region,A Level or Equivalent,10月20日,0-35,0,120,N,Fail,,,CCC,-17,-15,25,75,3
CCC,2014J,621300,M,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,68.92857142857143,14,CCC,-53,,466,1323,2.8390557939914163
CCC,2014J,621380,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,85.8,5,CCC,-34,30,246,656,2.6666666666666665
EEE,2014J,621380,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,85.8,5,CCC,-34,30,246,656,2.6666666666666665
CCC,2014J,621414,M,North Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,44.333333333333336,6,CCC,-53,68,553,2584,4.672694394213382
CCC,2014J,621442,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail,55.76923076923077,13,CCC,-14,,180,416,2.311111111111111
